Quarter_Year,Recession,Unemployment_Rate,GDP_Growth,Inflation,Industrial_Production
Q4-2018,1,9.945546423,-0.270407466,3.625599807,84.912412
Q1-2013,0,5.599473658,1.692021369,1.898345357,94.86243049
Q4-2023,1,10.65570511,-0.010150274,3.32425228,81.71522013
Q4-2014,1,8.661256219,2.030747519,2.838672574,99.46037876
Q4-2018,1,10.76454576,-0.278418426,2.942945326,91.12932985
Q3-2015,0,4.517130288,1.881231096,3.214569535,101.4578792
Q1-2017,1,8.366055996,-0.541260085,3.072389151,90.58312247
Q4-2014,0,4.863607741,2.342012588,2.060884433,100.9315938
Q3-2021,1,9.231887013,-0.395759587,2.532928718,83.98585451
Q3-2021,0,5.946438616,2.415776493,2.872796057,95.2573749
Q1-2021,0,5.20260782,3.556297196,2.677568527,106.431113
Q1-2014,0,3.158396988,2.736446085,2.101809521,102.1967225
Q2-2023,0,5.919588764,2.771749212,3.520899044,92.41464118
Q3-2022,1,6.326038728,2.246981879,2.342212661,60.98062656
Q1-2023,1,6.06880945,1.490474042,2.00618365,86.35215253
Q4-2019,0,3.292272365,1.022834457,1.924059753,86.39668779
Q3-2014,0,4.875246934,0.605310265,1.32222316,90.76726884
Q1-2015,0,6.817586448,2.080712662,2.192531749,86.77871764
Q4-2014,0,3.551959183,3.439754287,2.058556389,111.5956055
Q4-2015,0,7.51786393,2.95118368,2.922319018,111.5248912
Q2-2021,1,11.25786559,2.168081032,3.022189106,92.71816974
Q1-2021,0,2.803096905,2.029163385,2.265615995,96.66139674
Q4-2024,0,4.425837227,0.151951801,2.148187581,93.3409868
Q3-2018,1,7.870000883,-1.358485253,3.559721232,72.60018604
Q4-2018,0,5.997433187,3.17768087,1.095666993,109.143952
Q1-2022,0,3.517754978,3.774104327,1.281777762,108.6862255
Q3-2021,1,7.044454718,-2.488737103,2.203999411,97.67472178
Q4-2023,0,4.511411335,4.19278904,1.132518558,88.91413329
Q4-2022,1,10.42473288,1.479576205,3.772805819,87.20774269
Q2-2018,1,7.545371909,-0.585884955,3.739647955,90.35069851
Q3-2019,1,8.79336368,-1.650555558,3.6278341,72.90332954
Q3-2021,0,5.655846646,4.409393292,1.883413844,114.288266
Q1-2013,0,2.731586611,3.576407719,1.630085601,86.48281983
Q3-2021,0,3.650938809,3.088988142,1.242270293,92.20383769
Q1-2022,1,9.635059258,-1.287508859,4.280749386,68.88240527
Q3-2024,1,6.243775215,1.579207683,2.714710273,83.06024482
Q2-2016,0,7.556681826,2.53642139,1.41933224,97.51464527
Q3-2013,0,3.157516407,2.858820948,2.600339514,109.8015412
Q1-2013,0,3.636109845,2.587671278,1.728626769,90.52433572
Q1-2014,0,5.435816389,1.581339442,1.146425463,89.14678806
Q2-2019,1,6.63426095,0.940728017,2.162961451,93.7877737
Q2-2016,0,0.662251102,3.336326274,2.072418052,79.24549328
Q3-2022,1,11.86572042,-0.363367122,2.39928186,107.480221
Q3-2019,1,8.250823665,0.044945899,2.662129471,79.07802722
Q1-2015,0,5.841339084,2.570199309,1.308173089,118.1699735
Q3-2016,0,3.119913243,3.598157595,1.243208443,92.07954979
Q3-2016,0,3.705447639,2.141270474,1.609641081,85.73119332
Q2-2019,0,2.565600496,2.771885156,2.127425459,105.8308102
Q2-2023,1,7.164899997,0.21525152,3.553750793,98.39934696
Q1-2016,1,7.682045994,-0.29433863,3.307957923,93.81986473
Q4-2020,1,8.836409239,-1.766813933,2.083661074,95.9261266
Q3-2022,0,4.441146736,1.704872657,3.113207164,122.3972193
Q4-2020,0,2.83772026,2.991028044,4.176761139,86.50490325
Q4-2013,0,4.214150257,2.217620664,1.664042905,113.6159139
Q2-2020,0,7.170516,2.20169265,0.586254423,83.91095133
Q1-2022,0,6.992585818,3.22497708,0.606737259,116.5189546
Q3-2018,0,5.683530543,3.723389828,1.602548825,103.5260638
Q3-2022,1,10.05676627,1.533226632,2.362444254,106.9963681
Q1-2024,0,8.091234202,1.76499861,2.004111009,108.9212837
Q3-2016,0,5.856871489,3.607294743,2.406628142,78.25385392
Q3-2023,1,10.24544878,2.594099596,2.00298128,87.72915891
Q1-2020,0,2.653125461,2.65128424,1.862781238,87.46783427
Q4-2021,0,3.331054158,2.412027768,1.595216736,114.9376582
Q1-2016,0,4.950964524,2.161886899,3.628440761,108.0059686
Q4-2020,1,6.909395655,-1.712337425,1.818764273,90.54232678
Q3-2014,0,3.503067069,3.510704196,1.392944452,95.87516403
Q2-2018,0,3.676311428,2.417366507,2.02682564,104.2352785
Q4-2019,0,2.864644037,2.320348214,1.398323744,90.41855646
Q2-2013,0,3.812923271,3.324812126,2.906492407,102.8132688
Q2-2023,0,5.509153332,3.435379661,1.18410021,98.76733084
Q1-2024,1,11.62144484,-1.606331409,2.586169117,79.81587506
Q2-2014,1,10.23490595,-0.71692265,4.130328525,92.29265029
Q4-2019,0,5.954233228,1.754373231,1.047274055,118.8581089
Q4-2019,1,6.439526749,2.280650816,3.964971153,71.69046387
Q4-2023,0,5.178945058,4.272575184,1.637944146,109.4469846
Q4-2023,1,9.754856693,1.061881167,2.125725135,77.99442473
Q4-2017,0,5.436111645,2.049506514,1.593724995,105.8401701
Q2-2020,1,7.580752405,0.042039531,2.029209312,81.40929486
Q3-2015,0,7.493115112,2.936124788,2.725651554,97.00288245
Q4-2019,0,5.079163274,5.15095628,2.108853604,97.99194505
Q1-2019,0,5.225335032,2.846652591,2.712770371,113.6134332
Q3-2022,0,2.056339663,3.110590692,2.941078367,99.07955853
Q1-2021,0,4.839986477,-0.55877728,2.43282151,96.60822692
Q1-2013,0,6.723889025,2.809094713,0.837779298,99.17110808
Q3-2019,0,5.833363412,0.82736624,1.224571651,118.9608324
Q1-2016,0,1.76661359,1.915606099,2.680731063,105.6008685
Q1-2023,1,7.532415992,0.614862307,3.491242267,81.94342128
Q3-2013,0,7.597849201,2.137477949,2.520303451,114.9815189
Q3-2022,0,4.77403892,1.736848095,1.928857173,101.8056387
Q2-2014,0,5.483623974,1.747543712,1.656244811,91.37118781
Q4-2014,0,7.428513931,2.246742082,2.521322979,103.9370575
Q3-2019,1,8.142928437,-0.60334676,1.966779389,85.90584759
Q1-2015,0,6.18654479,2.524327082,1.744212482,66.17785637
Q1-2022,1,10.36046677,-0.707061309,3.170159424,93.09149366
Q1-2021,1,8.208064194,2.178385955,2.956600077,75.14482623
Q2-2023,1,9.880267845,-2.858790107,2.257233086,77.54251061
Q4-2023,1,8.029005835,1.239226444,2.100826311,73.78819976
Q4-2018,1,8.124215209,-0.307139069,2.880304442,92.66791849
Q3-2016,1,6.595757015,-1.081903026,2.824699151,84.46601778
Q4-2020,0,2.540436322,1.65302749,3.244046891,109.4908262
Q4-2020,0,6.866794866,2.320349818,1.297616204,92.02514128
Q4-2018,0,5.01512445,0.53979093,1.605489659,95.18697147
Q1-2023,0,6.791240274,2.748061471,3.273200664,119.795673
Q4-2015,0,7.348059012,2.965671002,2.851270049,80.25077622
Q3-2022,0,5.080126221,1.655117808,1.108801587,112.1589726
Q2-2013,0,3.029766302,4.828829251,2.540357312,92.20209713
Q3-2013,0,4.705717781,2.355466754,2.665922401,131.14749
Q1-2022,0,3.99328459,2.552887388,2.156603277,107.2215477
Q1-2017,0,2.029774311,4.102937997,1.061444057,93.72021239
Q2-2013,0,4.247406643,5.070548164,1.523596485,86.06244043
Q2-2013,0,4.892694182,1.151992703,1.497630491,104.0924945
Q4-2019,0,4.035013406,1.807405025,2.423127206,80.90191303
Q3-2018,1,7.523738292,0.14833953,2.835768328,100.2209839
Q1-2022,0,3.083696267,1.608552772,1.788160254,86.06270177
Q4-2020,0,5.293883223,3.515335026,1.518404375,90.30142137
Q1-2021,1,10.97921915,-0.287736968,1.937009332,65.25295086
Q1-2013,0,6.917935832,4.019923796,4.076077163,101.3013692
Q3-2017,0,5.980440332,3.248376699,2.322233298,102.7939192
Q2-2013,1,9.915389514,1.22301311,3.859251461,93.80893592
Q4-2023,1,9.754968392,-1.539500599,2.038272772,70.88820976
Q2-2019,0,2.293230231,2.039806701,3.214971621,114.3464376
Q4-2020,0,4.445852466,3.577582657,1.682820949,98.37952179
Q2-2014,1,6.820575679,0.134311759,3.034085168,86.69641391
Q4-2020,0,5.232045124,2.155769487,2.793400189,108.0322556
Q4-2013,0,6.849822056,2.326561043,3.208754945,95.5968093
Q3-2015,1,11.42959857,-0.898678253,2.683286244,97.72899423
Q1-2017,0,5.096931547,2.294267171,1.196523274,92.19731914
Q2-2022,0,2.499265494,1.341591353,1.988180859,108.1615789
Q4-2018,0,5.094014075,1.140139056,2.472838292,107.9048363
Q1-2014,1,9.917468291,1.240041088,2.14778555,85.30029022
Q2-2021,0,6.018265806,2.253514684,1.661512451,101.5225902
Q2-2014,0,4.971206674,3.881593289,0.761381363,99.75193292
Q2-2018,0,5.099777411,3.215181762,1.217467881,98.74905216
Q3-2015,0,4.051908863,2.874412615,2.355438893,88.12033593
Q4-2024,0,4.532147025,1.647733912,2.705554028,89.52668198
Q4-2016,1,8.843203418,-1.131266911,3.639214495,82.22528913
Q1-2021,0,1.987274426,1.951709538,3.820763747,100.6882647
Q1-2015,0,4.524067152,4.338300889,3.190530475,91.16422781
Q2-2014,1,8.918764947,2.001544691,3.06487856,90.80445378
Q4-2016,0,7.461093412,1.839503215,1.251457725,77.10644878
Q1-2020,1,9.235184072,-0.595684477,2.692316272,87.20368276
Q3-2013,0,6.778054671,1.385092623,1.559072438,100.771136
Q4-2017,0,7.535035768,0.643497265,2.132706461,108.1872884
Q4-2021,0,4.421926398,2.621920016,2.712754379,114.2267083
Q3-2017,1,6.696748174,2.565509713,3.513147805,101.022202
Q2-2019,0,4.726888295,4.58515924,3.260764242,117.9741796
Q3-2013,0,4.877072322,3.229484752,2.316420749,99.70717744
Q3-2017,0,6.636234002,1.776793071,0.979521647,100.4629587
Q4-2017,0,3.839412231,0.760623749,1.54400636,108.066809
Q4-2020,0,7.307098154,3.756474623,2.32206015,98.93135835
Q3-2014,1,6.597564154,0.883666267,2.739483657,83.6520305
Q1-2023,0,3.103362621,2.120526192,3.046601943,113.7421631
Q1-2021,1,8.106321704,-0.364474814,2.689339898,99.9231464
Q4-2022,1,10.82619735,0.842503911,2.587804043,97.69515645
Q3-2022,1,9.776221047,-1.586071588,1.514147829,79.40411826
Q2-2017,0,5.652626597,2.7870786,1.354621672,109.4371774
Q4-2022,0,7.931445857,1.036213904,2.247017755,100.8229034
Q1-2013,0,6.866979172,5.174213904,2.167723076,90.10345785
Q3-2015,1,9.846711148,-0.836291543,3.47462634,94.73359894
Q4-2019,0,4.353279675,3.278078748,2.360463973,88.00938817
Q1-2019,0,6.6425883,1.062374024,1.909304084,75.92345157
Q3-2018,0,6.24392587,2.304096209,1.198644079,81.9490335
Q3-2020,1,9.871095302,0.314812089,3.496856297,89.98731924
Q2-2020,0,4.509479471,3.821146457,1.964603736,115.4109509
Q2-2023,0,4.885415546,3.415945916,3.097457364,103.128047
Q3-2021,1,8.653801017,-0.826462408,3.798412085,90.80441664
Q3-2014,0,4.534446825,1.700858805,1.616976512,113.1913687
Q4-2016,0,4.098277795,1.206787458,1.50246251,105.1025195
Q2-2019,0,5.397797954,4.304558305,0.91705261,110.2400826
Q4-2024,1,7.167188327,0.417248781,2.878508161,98.81725412
Q2-2013,0,5.266068756,2.845887073,1.620634247,96.86270822
Q1-2013,0,1.850190152,3.898443825,4.085861277,97.68347512
Q4-2024,0,4.100188747,3.20407754,1.107696512,91.6654141
Q4-2015,0,6.647493801,2.347099296,2.046864791,108.3075081
Q1-2014,0,3.649356162,3.393284138,1.485711433,87.72379428
Q1-2022,0,5.888152942,1.752944382,2.019693645,91.14026701
Q4-2020,0,3.774074375,0.638630227,1.73328306,99.29985561
Q1-2015,0,6.163678485,4.19421069,2.649197617,101.0992628
Q1-2023,0,4.554336579,1.852955824,2.352254497,105.8666441
Q3-2021,0,4.495030093,2.134852045,2.622452075,99.58362451
Q3-2017,1,8.64960854,0.413788173,2.129451814,81.87551923
Q4-2024,0,2.984859549,1.777353568,2.86344256,107.2304377
Q4-2016,1,8.832344568,1.197472434,2.267301629,99.12658219
Q3-2013,1,9.520254858,0.264019532,1.741514072,76.34584876
Q4-2017,0,4.459952755,2.13545572,1.854487688,110.6954362
Q4-2018,0,5.786306256,0.969197343,2.090692422,96.73181657
Q1-2021,0,6.16836602,2.864557378,1.000206946,115.9807325
Q4-2018,0,4.863113672,-0.440731613,2.698876522,93.49818848
Q3-2015,0,3.337629271,2.779295234,1.351071904,90.05491649
Q4-2014,0,7.391123198,4.111816534,1.316833736,106.4802771
Q4-2021,0,4.411217443,2.577470091,1.999967323,121.3081239
Q2-2022,1,8.494594861,2.171746785,3.952366809,70.27039467
Q4-2022,0,7.458187897,1.024986913,1.027341358,108.3839297
Q4-2017,1,8.040553023,2.706738896,4.167234351,93.39749
Q3-2021,0,5.386145114,3.816742526,0.272506776,99.67381614
Q4-2024,1,7.231395362,0.590901312,2.769836883,108.6491152
Q1-2019,0,6.204206087,1.781926654,1.096244665,80.86720991
Q3-2021,0,9.344777908,1.582573476,1.361159505,111.1244506
Q1-2019,0,6.320761496,2.414911086,3.390310013,109.7286316
Q1-2020,0,5.744132744,3.943333875,1.209469895,111.9742366
Q2-2017,0,6.081639195,0.921375003,1.955005119,110.7072228
Q2-2024,1,7.792167709,-0.901459767,2.412377874,97.12301988
Q2-2017,0,4.493523906,3.381064326,2.615351053,96.94925307
Q2-2013,0,4.474331774,3.615218581,2.327154214,93.89625957
Q3-2021,1,8.816579154,1.197798371,3.293767685,93.88274349
Q4-2016,1,8.628866773,-1.870095316,3.97855032,89.55754672
Q1-2023,1,8.219317412,1.700998624,2.614317932,84.30796298
Q4-2021,0,4.632973237,2.580632387,2.859606056,94.46298585
Q1-2021,1,9.408310615,-1.191336718,4.547839341,88.26412398
Q4-2013,0,5.364517786,2.470998151,2.227556271,107.7702498
Q1-2021,1,8.72355105,-2.588718221,1.960422234,90.74570216
Q2-2016,1,9.319867737,0.454783427,1.970665431,99.20166275
Q1-2018,1,11.32118735,0.771230361,3.545522322,76.54756407
Q4-2024,1,7.871938237,-1.105471311,2.425538914,96.49455413
Q4-2017,0,8.316336489,2.151908072,0.925282568,89.91895292
Q4-2014,0,5.52903431,1.651041737,2.706993609,112.092015
Q3-2014,1,7.754347554,-0.364427442,3.087347712,106.5753503
Q3-2013,0,7.024374859,-0.213239499,3.935520125,85.89748202
Q1-2017,1,7.960356892,-2.972626417,2.089619306,80.60956274
Q1-2021,0,1.409473772,2.22436121,1.602113077,92.77190363
Q4-2024,1,8.595780609,-1.460191542,3.196926002,98.81201862
Q4-2015,1,8.414080095,2.073269912,3.458587681,88.6662119
Q2-2018,0,7.409821079,1.741860426,1.932651783,106.9000876
Q2-2018,0,3.653649972,1.867622416,1.913629574,93.38810867
Q2-2024,0,4.501017773,1.923712101,4.594265657,110.7545038
Q2-2020,0,6.901459064,2.263564329,3.328616686,111.7469237
Q2-2022,1,9.11610417,0.597131454,3.553623131,107.5859369
Q2-2022,0,4.742814763,2.012406867,1.019663841,98.2855795
Q1-2024,0,3.8652715,3.185465785,1.940871423,100.027887
Q4-2014,0,5.52761859,5.260265168,2.528435431,98.60880526
Q3-2019,0,4.956048285,1.509467326,2.598575292,100.2638115
Q3-2019,0,3.848256102,2.970196012,3.022085906,95.74390661
Q2-2021,0,3.926230188,2.535431496,1.487077734,110.5705717
Q1-2018,1,7.700854238,1.582585053,2.586159493,78.4250517
Q2-2020,0,3.511166579,2.743599883,1.395988092,98.55421634
Q1-2021,0,6.40105064,1.628258572,3.067797487,101.9259317
Q4-2019,0,6.199090038,1.101935503,2.559061668,104.9044376
Q3-2024,0,6.403511685,3.232587525,1.594126037,88.09183287
Q1-2021,0,5.006749323,1.199437606,2.179902317,97.54123617
Q1-2014,0,4.636056818,3.920488583,2.040247522,100.2208466
Q4-2024,1,6.988106775,-0.178237548,2.592268162,94.07428936
Q3-2017,1,11.3315835,1.003216969,3.308457178,86.887685
Q4-2013,0,2.269778267,0.925293961,2.061580342,98.97843524
Q3-2021,1,6.885181226,1.531386829,2.291920825,88.54159572
Q1-2017,1,7.158631,2.377673421,2.294718622,102.8221934
Q4-2023,1,9.870824775,0.081748489,3.247265131,74.33082892
Q4-2019,1,7.888525974,-1.78199588,3.609445472,91.98955093
Q2-2020,0,2.546016747,2.389569049,1.444277149,111.6934873
Q1-2020,0,5.335135463,3.060330726,1.601731737,91.72813809
Q2-2024,0,4.444828708,1.862536944,2.004416049,92.47139259
Q2-2014,0,4.164606788,3.579037775,2.05104831,112.2422241
Q3-2021,1,6.100831744,1.456034551,3.440609028,88.73619899
Q1-2023,1,8.262700412,-0.036968119,1.396112235,89.4026297
Q1-2022,0,6.062840472,2.110016676,2.096329988,102.77186
Q4-2018,0,5.33568105,3.02800453,1.024679407,70.16067259
Q1-2020,1,8.341201162,1.969780026,4.350663624,71.22613345
Q2-2024,0,3.352641685,2.691563954,2.834341061,105.7950598
Q3-2020,0,4.746660015,3.082114037,2.925384332,97.55131616
Q3-2021,1,7.416649419,1.316260434,1.322449442,88.28425153
Q1-2021,0,5.447981672,1.449464973,1.760654535,93.42664484
Q1-2018,0,5.241326574,3.05094561,1.937594031,97.25004855
Q4-2020,0,3.616111,0.889661435,2.459997183,111.920326
Q3-2018,1,3.93881849,-0.958554608,3.737418403,96.18306518
Q1-2021,0,7.69942814,3.874794882,3.027700512,110.5951699
Q3-2013,0,3.035544689,3.545242282,0.146795868,98.45613051
Q2-2017,0,2.052563062,2.175783988,1.358959615,100.1931938
Q1-2019,0,5.19577342,4.54695212,2.046239071,103.2553421
Q2-2023,0,2.437222245,0.927771904,2.663599239,105.2655922
Q3-2020,1,8.745524028,0.10822999,3.559557096,77.04848698
Q3-2013,0,5.823275639,2.830125147,2.379921994,99.74191111
Q4-2022,1,11.06842856,-3.599991568,2.058897126,78.83333578
Q2-2024,0,5.581267712,2.310804911,1.592159448,115.0901538
Q4-2018,0,4.341261094,1.15060212,1.496440957,82.75777143
Q4-2020,0,4.922870668,1.177915525,1.215157176,105.8608049
Q3-2024,0,2.287121064,2.173324139,1.203953487,92.26620047
Q2-2018,0,4.323871836,0.309209956,1.127445404,88.65065899
Q3-2018,0,4.325327594,1.53044826,2.26876011,96.97769963
Q2-2013,0,5.229992993,0.337261173,2.099464387,112.9030394
Q3-2019,0,7.913284419,2.648544456,1.258570613,93.57712785
Q2-2023,0,2.094807067,2.625216678,0.630813876,81.95758352
Q2-2013,0,4.388483583,2.081742434,1.704533393,90.55644859
Q2-2019,1,4.627901978,1.154534563,4.327707786,86.99335283
Q1-2017,0,4.24495386,2.144604898,2.004834609,83.83313594
Q4-2022,0,3.703096788,2.472303393,2.640061411,107.2122819
Q1-2021,0,2.758480539,1.412799096,2.144036759,84.18804809
Q1-2015,0,6.369638046,-0.263929385,1.953492244,95.17806522
Q3-2023,0,5.383471556,2.325592345,0.821558489,108.1898728
Q4-2024,1,10.97420357,-0.593468334,3.02687658,85.41362486
Q3-2022,0,4.202519263,4.551890418,1.57216952,86.56823834
Q1-2020,0,4.893925286,3.300935229,3.184974888,99.0917329
Q2-2023,1,11.05656171,-0.998233404,3.328822155,84.3133267
Q2-2019,0,4.995919707,2.66999563,3.02202863,112.1178573
Q3-2021,1,8.223237907,0.168356481,3.908895421,97.98084245
Q1-2019,0,4.073815546,3.120106032,1.323268768,105.0632907
Q4-2018,0,6.074026015,4.502687001,2.000927651,100.2155475
Q1-2016,0,4.17662096,1.552724297,3.347902878,97.81174774
Q3-2014,0,2.155366436,3.670041048,2.450543381,97.75935097
Q4-2021,1,7.729515341,0.102815033,3.010943402,70.34611182
Q1-2024,0,4.294545286,2.732339794,2.730864865,100.0294689
Q4-2017,1,6.466432761,-1.260302947,3.383276251,79.89986177
Q1-2013,0,5.287239278,2.329590192,2.437084103,99.14380869
Q4-2014,0,3.659710273,2.753874472,2.241688377,100.5216167
Q2-2024,0,9.638961918,3.211904277,1.728194318,95.14402469
Q4-2016,0,2.80333665,2.57362857,1.153527261,109.3309812
Q2-2016,1,6.534835598,-2.566727113,1.473423485,78.82768276
Q4-2015,0,6.30432666,2.40766149,1.736499923,95.0602779
Q3-2018,0,4.800467179,4.264480915,2.349283503,96.71614691
Q3-2016,0,6.273803464,2.398153844,2.190856874,111.5546283
Q4-2019,0,5.570586581,4.298178208,2.508729134,100.3106175
Q2-2021,0,4.126539308,2.355763907,1.899165066,99.82615853
Q2-2013,0,2.93136141,0.613622295,4.177600075,108.7051306
Q4-2020,1,10.87901219,-1.159379854,4.795463623,83.03236461
Q3-2018,0,3.067324722,1.829879577,0.785923834,108.7516037
Q2-2018,0,5.838358942,2.224560325,2.525207041,103.9779956
Q1-2019,0,6.378498136,1.077617869,2.77502034,112.375007
Q2-2018,0,4.809623294,2.48941424,0.30198544,96.20944004
Q2-2018,1,8.419216972,-0.69972802,2.835441077,85.78820668
Q2-2023,0,3.524410843,4.045434229,2.413532124,101.4215497
Q2-2014,0,5.694114075,1.047715454,1.995502645,99.39197018
Q3-2016,0,0.431106753,2.794802424,2.30877902,107.6767137
Q3-2023,0,6.073589509,2.993233747,2.063250774,97.83546169
Q1-2022,0,5.179214511,3.429977067,2.562063568,89.39660175
